UniqueID,LM.flux,LM.C0,LM.Ct,LM.slope,LM.MAE,LM.RMSE,LM.AICc,LM.SE,LM.se.rel,LM.r2,LM.p.val,HM.flux,HM.C0,HM.Ci,HM.slope,HM.MAE,HM.RMSE,HM.AICc,HM.SE,HM.se.rel,HM.r2,HM.k,C0,Ct,MDF,prec,flux.term,nb.obs,k.max,k.mult,g.fact,HM.diagnose,LM.diagnose,best.flux,model,quality.check,HM.score,LM.score,RMSE.lim,MAE.lim,SE.lim,g.limit,g.reverse,k.ratio.lim,p.val.lim,MDF.lim,warn.nb.obs
20200615_1-1-U_2,1.206116639462601,393.6899538874429,446.3159724485483,0.19636574089964676,1.6118706604037525,1.9083224714419826,1125.4082890002603,0.009185798813568824,0.7616012011625725,0.984579622140615,5.916056111442096e-246,1.2139220052239488,393.63541827481515,4276.601946088247,0.1976365188497816,1.61871195809257,1.9186906439453009,1130.4055653775818,0.037042299724253776,3.051456318021031,0.984411761959979,5.089833183833141e-5,391.937,448.484,0.007991703316502643,0.35,6.14219483468346,271,0.5610449739989908,1,1.006471485017258,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.206116639462601,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.02126098587307754,2,0.5,1,0.05,0.008,60
20200615_1-2-U_1,1.1745134644434905,392.2123770951453,431.6018934792776,0.1912112445831663,0.7391469392778591,0.9434814087278758,572.1937713893417,0.006763065362944272,0.575818461659676,0.9931831271702108,2.4467871150522726e-225,1.18849870695429,392.1334786005905,2015.785006239774,0.1934880474528162,0.742848840851171,0.9485039111847288,576.4818178637692,0.02742999391404095,2.307953197890683,0.9931108563723515,1.191684571221702e-4,392.463,430.854,0.010385855369090978,0.35,6.142491604005236,208,0.5463178416661895,1,1.0119072645262743,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.1745134644434905,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.024268133584853774,2,0.5,1,0.05,0.01,60
20200615_1-3-U_0,1.891716290834405,415.0616833799498,486.1699625169323,0.3078280482120454,1.0365429354555955,1.3028961074869474,790.628895693896,0.007868321896984332,0.4159356207433063,0.9960023196951608,3.2559302703359598e-279,1.905324927570286,414.97347573816694,4915.051781151209,0.3100425029405529,1.0556841063054339,1.3281858980562171,801.6581305956969,0.03226817918038778,1.6935788071348494,0.9958472638677862,6.889713509376266e-5,416.178,487.614,0.009271027613912056,0.35,6.1453668755074204,233,0.8795087091772726,1,1.0071938042727742,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.891716290834405,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.022929262372814643,2,0.5,1,0.05,0.0093,60
20200615_1-4-U_10,1.5772011072538785,407.31180981032554,492.5755618897261,0.2560473035417434,1.6812444487537586,2.0598631096036515,1445.212746921051,0.007200791821453845,0.4565550828195526,0.9930654538217578,0,1.5853043078159386,407.2340451124586,7448.107418519243,0.2573628001162962,1.7053541401555066,2.0892843254898534,1456.7916415511884,0.029387833102558852,1.8537660534743796,0.9928683987020619,3.655268124666884e-5,411.221,494.237,0.006454884032959542,0.35,6.159803620024249,336,0.7315637244049811,1,1.0051377091512248,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.5772011072538785,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.019094065395649333,2,0.5,1,0.05,0.0065,60
20200615_1-5-U_11,0.8897849340454315,439.35379915865946,490.20317975542804,0.1444584676044562,1.3133265775536724,1.6376154261587452,1363.7159691068841,0.005270438164654938,0.5923271976176027,0.9877318006850605,0,0.8937066079082951,439.31485537284607,5346.38219397466,0.14509515965777972,1.324847434154502,1.6502729269936192,1371.228530307946,0.02132053156256096,2.385629844727376,0.9875429880185005,2.9568609853053727e-5,442.258,492.654,0.006107104948948207,0.35,6.1594515627963355,355,0.4127384788698749,1,1.0044074401721252,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.8897849340454315,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.01857607123519963,2,0.5,1,0.05,0.0061,60
20200615_1-6-U_12,1.3692435732648762,418.8689091825434,468.21213791476185,0.2222667960910742,0.7909545183229423,1.0135647962414918,650.6940653318188,0.006463839657281739,0.47207376273230306,0.9950327632033552,4.25121588308176e-259,1.5199542673628619,417.9888903386536,677.7843202627188,0.24673138644437953,0.7367119193180363,0.935419201390435,616.6619302275475,0.02583745194349608,1.6998835095429783,0.9957691815553605,9.497141135873557e-4,417.078,467.375,0.009668727116205051,0.35,6.160360419753504,225,0.6350479888316405,1,1.1100685787690976,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.5199542673628619,HM,SE,1,3,0.35,0.35,0.02333333333333333,2,0.5,1,0.05,0.0097,60
20200616_2-1-U_1,0.9093058157985665,411.08973241907404,446.8997620431611,0.1492084567670294,1.2618717598007598,1.624233676968347,931.432100425043,0.009132136806748,1.0042976354141115,0.9761707816789087,8.723389603518984e-198,0.9122001129896258,411.0694329498019,4789.0274725640375,0.1496833834746342,1.267951898608245,1.632027834051556,935.8263237898734,0.03683998263919246,4.0385856255217805,0.9759436219222732,3.419022798304928e-5,412.993,450.189,0.008850494407414852,0.35,6.094197577677084,243,0.42630987647722685,1,1.0031829744633465,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.9093058157985665,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.022452510468485443,2,0.5,1,0.05,0.0089,60
20200616_2-2-U_4,0.9701717687551749,408.0105431654137,453.51409658092336,0.1591033336206632,1.1284483979408706,1.3736051543277967,1009.7102993023101,0.005961165474449175,0.614444335161178,0.9892433469976266,1.008898005392146e-284,0.9743329752369914,407.97579248833284,4720.353023413652,0.15978575073942805,1.1408955208772305,1.3874385273042442,1017.5587701273026,0.024169140399490932,2.4805832311702436,0.9890282109548051,3.705282311425764e-5,410.754,453.971,0.007436276012800728,0.35,6.097746330496597,289,0.4545809532018949,1,1.004289144062763,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.9701717687551749,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.020588235294117647,2,0.5,1,0.05,0.0074,60
20200616_2-3-U_3,0.8303734178437793,400.18659429465276,446.7892786992816,0.13626515907786219,1.7860734126611677,2.1420977003642125,1510.770021228922,0.0071184559526782,0.8572596135317783,0.9753412170360773,4.4223704303644445e-278,0.83264034294639655,400.16395931452337,6693.662134386498,0.13663716389291017,1.7970582053823145,2.1528703021890747,1516.278598452133,0.028664486575651706,3.4426012165371453,0.9750948058689074,2.171084508042263e-5,405.892,449.604,0.006218169192039361,0.35,6.093805808198574,345,0.3893290259367491,1,1.002730006830546,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.8303734178437793,LM,RMSE | MAE | SE | AICc | Intercept,4,0,0.35,0.35,0.01884336657203579,2,0.5,1,0.05,0.0062,60
20200616_2-4-U_12,0.5226345569849572,501.2484378606911,522.9833478999751,0.0859087353331383,1.1003184449338543,1.3533397763588795,884.0677468174256,0.00707313544571534,1.3533616082564024,0.9555380052009906,2.9079715056816167e-173,0.5237709962551139,501.2398777725347,3890.791525993644,0.08609553901685432,1.1013025929044604,1.357358274887414,887.6442385023274,0.02832597519101202,5.408083951486165,0.95527600172383,2.5400273532353056e-5,503.414,525.259,0.00838291618816419,0.35,6.083602033696298,255,0.24545352952325228,1,1.002174443413602,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.5226345569849572,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.02191785018798023,2,0.5,1,0.05,0.0084,60
20200616_2-5-U_13,0.9942633928202375,395.7914643067117,432.2190463549847,0.16335238586669493,0.673018765439784,0.8360799805762141,566.546313149228,0.005234133807821507,0.5264333219565529,0.9938029987264809,1.719241327410073e-249,1.0027580782313663,395.7388702603821,2406.8511882863504,0.16474801919596685,0.6804011546505414,0.8444804758644012,573.1379971839468,0.02130761817949178,2.124901174276601,0.9936788398925838,8.191885541115738e-5,395.625,432.315,0.009510338909585303,0.35,6.086616902134594,226,0.4667211024762712,1,1.0085436972460926,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.0027580782313663,HM,MAE | AICc,2,2,0.35,0.35,0.023281653683320875,2,0.5,1,0.05,0.0095,60
20200616_2-6-U_11,1.4311955002165873,560.5694694122699,635.4582234889468,0.2362421264248485,0.8609945905335795,1.0529971384888483,947.2465406428304,0.0038959992559099038,0.2722199207110636,0.997641649673827,0,1.4489424155585944,560.4171330784957,3568.9668139957353,0.23917154383654596,0.8829511355518065,1.0758509487010106,963.0392797026167,0.01607019464815862,1.1090982274794723,0.9975382589750732,7.949728912690845e-5,561.163,637.451,0.006667799672449411,0.35,6.058172273825464,320,0.6749775040709957,1,1.0124000636805535,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.4311955002165873,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.019565594803123157,2,0.5,1,0.05,0.0067,60
20200617_1-1-WD_16,1.6604117711352486,411.91549998312325,472.2457351053848,0.2767441978085392,0.6811383548997534,0.8411616887975478,554.3366586518841,0.005407313831116028,0.3256610152443671,0.9976827508729462,1.9864938570359292e-289,1.6799643612408721,411.7959256590514,2904.902199106654,0.2800030676611423,0.6948710465591637,0.8584004546327972,565.3377955851194,0.02227582322799505,1.3259699873360085,0.997587529728419,1.123109233823149e-4,414.402,471.384,0.009588732624806633,0.35,5.999806985236151,220,0.7906977080243979,1,1.0117757477063989,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.6604117711352486,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.02359699518621347,2,0.5,1,0.05,0.0096,60
20200617_1-1-WS_2,0.39248513507069654,478.7936392612649,494.97973127657593,0.06526650006173797,0.6166238280419654,0.7735029732691894,589.4777756004329,0.004090727080316019,1.0422629329845003,0.9735574470164742,1.1727677781391653e-198,0.39698360652426934,478.7624071341707,1162.7801030052653,0.0660145525640307,0.6195042500760006,0.7751139536889795,592.5876431381054,0.01659500749927824,4.18027526239014,0.9734480138859007,9.65100069230831e-5,478.681,495.64,0.008452819322446223,0.35,6.013577175111742,251,0.18647571446210848,1,1.0114615078422333,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.39698360652426934,HM,RMSE | AICc,2,2,0.35,0.35,0.02209180410842311,2,0.5,1,0.05,0.0085,60
20200617_1-2-WD_13,1.5057340796081697,433.4325088524468,497.34917302896173,0.2516404101437595,0.8163614560513817,0.9785936555862484,721.5127100457346,0.005000996035936582,0.3321300954573578,0.9971949446047138,0,1.5164644731361705,433.3544263935046,4535.746091254788,0.25343368869470567,0.8399788338867715,1.0068616416472864,738.15705390322,0.020622670730752978,1.3599178283487008,0.9970319468552973,6.17770582134983e-5,433.885,498.969,0.008212885337357506,0.35,5.983673602931898,256,0.7189726004107414,1,1.007126353632637,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.5057340796081697,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.021875,2,0.5,1,0.05,0.0082,60
