UniqueID,start.time,Area,Vtot,Tcham,Pcham,Date,Site,Plot Tag,Plot letter,Person sampling,File name,Notes,start.time_formatted,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_best.flux,CH4_model,CH4_quality.check
20200615_1-3-U_0,2020-06-15T13:20:00.000000Z,507.7,7.629,21.35,101.325,2020-06-15,YM,1-3,U,MT & DW,0,NA,2020-06-15 13:20:00 UTC,1.891716290834405,415.0616833799498,486.1699625169323,0.3078280482120454,1.0365429354555955,1.3028961074869474,790.628895693896,0.00786832189698433,0.4159356207433063,0.9960023196951608,3.2559302703359598e-279,1.905324927570286,414.97347573816694,4915.051781151209,0.3100425029405529,1.055684106305434,1.3281858980562171,801.6581305956969,0.03226817918038778,1.6935788071348494,0.9958472638677862,6.889713509376266e-5,416.178,487.614,0.00927102761391205,0.35,6.1453668755074204,233,0.8795087091772726,1,1.0071938042727742,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.891716290834405,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.02292926237281464,2,0.5,1,0.05,0.0093,60,-1.0027354523145358,1983.0426169785576,1945.3504996197337,-0.16316933921569007,2.291536509373125,2.8806604914804095,1160.3672959777518,0.01739660122756181,-1.7349143472893676,0.9347092968379284,4.293216341179001e-139,-1.0119466745182,1983.0944894205095,0,-0.16466822811691678,2.2997335255145255,2.889519582536153,1163.8688533822883,0.06575039101295478,-6.497416580202642,0.9343071382821778,8.303599702152131e-5,1981.17,1948.73,0.02383978529291671,0.9,-1.0027354523145358,233,0.1812992657952112,1,1.0091860940813475,LM,LM,OK
20200615_1-2-U_1,2020-06-15T13:31:00.000000Z,507.7,7.629,21.2,101.325,2020-06-15,YM,1-2,U,MT & DW,1,NA,2020-06-15 13:31:00 UTC,1.1745134644434905,392.2123770951453,431.6018934792776,0.1912112445831663,0.7391469392778591,0.9434814087278758,572.1937713893417,0.00676306536294427,0.575818461659676,0.9931831271702108,2.4467871150522726e-225,1.18849870695429,392.1334786005905,2015.785006239774,0.1934880474528162,0.742848840851171,0.9485039111847288,576.4818178637692,0.02742999391404095,2.307953197890683,0.9931108563723516,1.191684571221702e-4,392.463,430.854,0.01038585536909097,0.35,6.142491604005236,208,0.5463178416661895,1,1.0119072645262743,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.1745134644434905,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.02426813358485377,2,0.5,1,0.05,0.01,60,-1.6444587747826134,1980.3341881265023,1925.1841725555687,-0.2677185221889986,2.036278831313348,2.5310090556078886,982.7011895965362,0.0181427842869314,-1.103267808542647,0.9754202856720744,5.788905399981394e-168,-1.6681096177807793,1980.467063737052,67.7754218027919,-0.27156888854240874,2.0392182504312943,2.5331099112193303,985.1257430549272,0.07336112352427254,-4.397859873373955,0.9753797703712972,1.419825771119999e-4,1980.08,1927.23,0.02670648523480537,0.9,-1.6444587747826134,208,0.2974650246544429,1,1.0143821440590948,LM,LM,OK
20200615_1-1-U_2,2020-06-15T13:43:00.000000Z,507.7,7.629,21.2,101.325,2020-06-15,YM,1-1,U,MT & DW,2,NA,2020-06-15 13:43:00 UTC,1.206116639462601,393.6899538874429,446.3159724485483,0.19636574089964676,1.6118706604037525,1.9083224714419824,1125.4082890002603,0.00918579881356882,0.7616012011625725,0.984579622140615,5.916056111442097e-246,1.2139220052239488,393.6354182748151,4276.601946088247,0.1976365188497816,1.61871195809257,1.9186906439453009,1130.4055653775818,0.03704229972425377,3.051456318021031,0.984411761959979,5.089833183833141e-5,391.937,448.484,0.00799170331650264,0.35,6.14219483468346,271,0.5610449739989908,1,1.006471485017258,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.206116639462601,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.02126098587307754,2,0.5,1,0.05,0.008,60,-0.6500103984111754,1991.6077148139484,1963.246063732723,-0.10582705627322776,2.274274245177207,2.9560405723913012,1362.6016674456846,0.01422903853467453,-2.1890478320738658,0.8853912841266118,9.137157447667603e-129,-0.6544609413561762,1991.63668193176,0,-0.1065516413873094,2.276525749218825,2.959667785378132,1365.3268097700416,0.04857437468389068,-7.4220433358841404,0.8851098737675216,5.349953751803825e-5,1989.47,1961.9,0.02055009424243537,0.9,-0.6500103984111754,271,0.11758561808136415,1,1.0068468796128174,LM,LM,OK
20200615_1-4-U_10,2020-06-15T16:04:00.000000Z,507.7,7.629,20.23,101.325,2020-06-15,YM,1-4,U,MT & DW,10,NA,2020-06-15 16:04:00 UTC,1.5772011072538783,407.31180981032554,492.5755618897261,0.2560473035417434,1.6812444487537586,2.0598631096036515,1445.212746921051,0.00720079182145384,0.4565550828195526,0.9930654538217578,0,1.5853043078159386,407.2340451124586,7448.107418519243,0.2573628001162962,1.7053541401555066,2.0892843254898534,1456.7916415511884,0.02938783310255885,1.8537660534743796,0.992868398702062,3.655268124666884e-5,411.221,494.237,0.00645488403295954,0.35,6.159803620024249,336,0.7315637244049811,1,1.0051377091512248,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.5772011072538783,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.01909406539564933,2,0.5,1,0.05,0.0065,60,-3.381543239865446,1955.9652508981785,1773.1584654327091,-0.5489693257221298,2.9753139946772,3.6601678958843777,1831.525044610176,0.01279507697718002,-0.37837981269431153,0.9952265886949806,0,-3.546282252851926,1957.3601444258463,0,-0.57571352458765,3.2811734363478746,4.0374669844680335,1899.5025078244248,0.05865282877070035,-1.6539244365992485,0.9941921261255326,2.9412754021132086e-4,1952.82,1763.77,0.01659827322761025,0.9,-3.381543239865446,336,0.609965917469033,1,1.048717109704336,LM,LM,OK
20200615_1-5-U_11,2020-06-15T16:14:00.000000Z,507.7,7.629,20.23,101.325,2020-06-15,YM,1-5,U,MT & DW,11,NA,2020-06-15 16:14:00 UTC,0.8897849340454315,439.35379915865946,490.203179755428,0.1444584676044562,1.3133265775536724,1.6376154261587452,1363.715969106884,0.00527043816465493,0.5923271976176027,0.9877318006850604,0,0.8937066079082951,439.31485537284607,5346.38219397466,0.14509515965777972,1.324847434154502,1.6502729269936192,1371.228530307946,0.02132053156256096,2.385629844727376,0.9875429880185004,2.9568609853053727e-5,442.258,492.654,0.0061071049489482,0.35,6.1594515627963355,355,0.4127384788698749,1,1.0044074401721252,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.8897849340454315,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.01857607123519963,2,0.5,1,0.05,0.0061,60,-2.5871008954734314,1982.9964228376955,1835.1489227928676,-0.4200213069455344,3.4416104281821576,4.266107862803206,2043.513086501223,0.01372987658487834,-0.5307051073617219,0.9901278162938808,0,-2.6841696366100223,1983.829441318355,0,-0.43578062255130934,3.7349338803896432,4.585315414071566,2096.7904604087425,0.06072594303317925,-2.2623735178627986,0.9885958765267424,2.196663752815923e-4,1975.24,1831.28,0.01570398415443824,0.9,-2.5871008954734314,355,0.4666903410505938,1,1.0375202765792508,LM,LM,OK
20200615_1-6-U_12,2020-06-15T16:23:00.000000Z,507.7,7.629,20.23,101.325,2020-06-15,YM,1-6,U,MT & DW,12,NA,2020-06-15 16:23:00 UTC,1.3692435732648762,418.8689091825434,468.21213791476185,0.2222667960910742,0.7909545183229423,1.0135647962414918,650.6940653318188,0.00646383965728173,0.47207376273230306,0.9950327632033552,4.25121588308176e-259,1.519954267362862,417.9888903386536,677.7843202627188,0.24673138644437953,0.7367119193180363,0.935419201390435,616.6619302275475,0.02583745194349608,1.6998835095429785,0.9957691815553604,9.497141135873556e-4,417.078,467.375,0.00966872711620505,0.35,6.160360419753504,225,0.6350479888316405,1,1.1100685787690976,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.519954267362862,HM,SE,1,3,0.35,0.35,0.02333333333333333,2,0.5,1,0.05,0.0097,60,-2.5280467415483265,1963.3855326037349,1872.282684980708,-0.41037318749111146,2.293109884432111,2.919401246942041,1126.7512815038035,0.01861799228374705,-0.7364575969961809,0.9879961003416318,2.2786044978626254e-216,-2.8331648225568076,1965.16382022764,1521.8132416909166,-0.459902445556939,2.205654693050107,2.809949822706982,1111.6291400481628,0.07816970333721833,-2.759094801504474,0.9888793055673756,0.00103733358615397,1964.32,1874.99,0.02486244115595584,0.9,-2.8331648225568076,225,0.45597020832345714,1,1.1206932118753503,HM,HM,OK
20200616_2-1-U_1,2020-06-16T10:47:00.000000Z,507.7,7.629,23.68,101.325,2020-06-16,YM,2-1,U,MT & DW,1,NA,2020-06-16 10:47:00 UTC,0.9093058157985664,411.0897324190741,446.8997620431611,0.1492084567670294,1.2618717598007598,1.624233676968347,931.432100425043,0.009132136806748,1.0042976354141115,0.9761707816789088,8.723389603518982e-198,0.9122001129896258,411.0694329498019,4789.0274725640375,0.1496833834746342,1.267951898608245,1.632027834051556,935.8263237898734,0.03683998263919246,4.0385856255217805,0.9759436219222732,3.419022798304928e-5,412.993,450.189,0.00885049440741485,0.35,6.094197577677084,243,0.4263098764772269,1,1.0031829744633465,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.9093058157985664,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.02245251046848544,2,0.5,1,0.05,0.0089,60,-0.5689569757058256,1986.2316398876344,1963.8251339565536,-0.09336044137950218,2.317876571968006,2.9501945589605563,1221.493910045873,0.01658725631723028,-2.9153797256203395,0.829282726364378,1.0551555430583348e-94,-0.5718555191206635,1986.246142770544,0,-0.09383606485214034,2.3211676899222597,2.9545105229241617,1224.2720291845344,0.04607273301130368,-8.056708638949443,0.8287829392010212,4.724291860486725e-5,1979.29,1961.27,0.02275841419049533,0.9,-0.5689569757058256,243,0.1037338237550024,1,1.005094486118642,LM,LM,OK
20200616_2-3-U_3,2020-06-16T11:03:00.000000Z,507.7,7.629,23.68,101.325,2020-06-16,YM,2-3,U,MT & DW,3,NA,2020-06-16 11:03:00 UTC,0.8303734178437793,400.1865942946528,446.7892786992816,0.1362651590778622,1.7860734126611677,2.1420977003642125,1510.770021228922,0.0071184559526782,0.8572596135317783,0.9753412170360772,4.4223704303644445e-278,0.8326403429463964,400.16395931452337,6693.662134386498,0.13663716389291017,1.7970582053823143,2.1528703021890747,1516.278598452133,0.0286644865756517,3.4426012165371453,0.9750948058689074,2.171084508042263e-5,405.892,449.604,0.00621816919203936,0.35,6.093805808198574,345,0.3893290259367491,1,1.002730006830546,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.8303734178437793,LM,RMSE | MAE | SE | AICc | Intercept,4,0,0.35,0.35,0.01884336657203579,2,0.5,1,0.05,0.0062,60,-2.3920802532836194,1998.5618138358384,1864.312139269192,-0.3925429080896092,4.728723719889475,5.638958728733211,2178.630573013958,0.0187389582289513,-0.7833749809701513,0.9793247302922028,3.3229205384155745e-291,-2.4698717243278185,1999.169212281351,0,-0.40530857104190393,5.023050912039987,5.9533933538937065,2218.118579283672,0.08119327317497123,-3.2873477749970266,0.97695624917263,2.0273850184966897e-4,1984.22,1855.52,0.01598957792238693,0.9,-2.3920802532836194,345,0.4361587867662323,1,1.032520426911854,LM,LM,OK
20200616_2-2-U_4,2020-06-16T11:12:00.000000Z,507.7,7.629,23.68,101.325,2020-06-16,YM,2-2,U,MT & DW,4,NA,2020-06-16 11:12:00 UTC,0.9701717687551747,408.0105431654137,453.51409658092336,0.1591033336206632,1.1284483979408706,1.3736051543277967,1009.71029930231,0.00596116547444917,0.614444335161178,0.9892433469976266,1.008898005392146e-284,0.9743329752369914,407.9757924883328,4720.353023413652,0.15978575073942805,1.1408955208772305,1.3874385273042442,1017.5587701273026,0.02416914039949093,2.4805832311702436,0.9890282109548052,3.705282311425764e-5,410.754,453.971,0.00743627601280072,0.35,6.097746330496597,289,0.4545809532018949,1,1.004289144062763,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.9701717687551747,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.02058823529411764,2,0.5,1,0.05,0.0074,60,-0.7671855367198848,1996.555190623702,1960.5722140271637,-0.12581460348440004,1.431641491938065,1.825675308720713,1174.157754260885,0.00792305749844554,-1.0327433351156117,0.9701954284501813,3.326181617992984e-221,-0.7739970435789724,1996.605212747427,0,-0.12693165665288317,1.4362362884466997,1.8322989217980596,1178.307597942961,0.02851333905718778,-3.683908006333169,0.9699787852460005,6.3573737984095e-5,1993.33,1958.38,0.01912185260434473,0.9,-0.7671855367198848,289,0.1397940038715556,1,1.0088785652662462,LM,LM,OK
20200616_2-6-U_11,2020-06-16T12:39:00.000000Z,507.7,7.629,24.43,101.325,2020-06-16,YM,2-6,U,MT & DW,11,NA,2020-06-16 12:39:00 UTC,1.4311955002165873,560.5694694122699,635.4582234889468,0.2362421264248485,0.8609945905335795,1.0529971384888483,947.2465406428304,0.0038959992559099,0.2722199207110636,0.997641649673827,0,1.4489424155585944,560.4171330784957,3568.9668139957353,0.23917154383654596,0.8829511355518065,1.0758509487010106,963.0392797026168,0.01607019464815862,1.1090982274794725,0.9975382589750732,7.949728912690845e-5,561.163,637.451,0.00666779967244941,0.35,6.058172273825464,320,0.6749775040709957,1,1.0124000636805537,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.4311955002165873,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.01956559480312315,2,0.5,1,0.05,0.0067,60,-1.609937238281037,1985.5836683644943,1901.342071812334,-0.2657463613632819,1.7862601471317077,2.2212194576781306,1424.952674830366,0.00821832181495355,-0.5104746706603562,0.9917556745254434,0,-1.6444969223065955,1985.872135125707,0,-0.2714510000667527,1.8231525257739136,2.2643722705084617,1439.318094824588,0.03367376488847056,-2.047663600442575,0.9914322609570873,1.3669107656297803e-4,1987.29,1895.32,0.01714577058629848,0.9,-1.609937238281037,320,0.29527373484809094,1,1.021466479067506,LM,LM,OK
